datetime,instrument,label,clean_pred,fgsm_pred,pgd_pred,fgsm_abs_shift,pgd_abs_shift
2025-01-14 00:00:00,SH600793,-0.014077842235565186,0.0022758543491363525,0.07161590456962585,0.06729254126548767,0.0693400502204895,0.06501668691635132
2025-01-22 00:00:00,SZ300697,-0.0012895464897155762,-0.6649395823478699,-0.8438724875450134,-0.8055533170700073,0.17893290519714355,0.14061373472213745
2025-02-06 00:00:00,SH600444,0.011597871780395508,0.1405833512544632,0.2449880838394165,0.27332714200019836,0.10440473258495331,0.13274379074573517
2025-02-06 00:00:00,SZ300905,0.019011378288269043,0.06944569945335388,0.1391880214214325,0.17107230424880981,0.06974232196807861,0.10162660479545593
2025-02-07 00:00:00,SH603421,-0.00417250394821167,-0.1198948323726654,-0.5666738748550415,-0.5778995752334595,0.4467790424823761,0.45800474286079407
2025-02-19 00:00:00,SH600048,0.0,0.019499734044075012,0.12942759692668915,0.09910812973976135,0.10992786288261414,0.07960839569568634
2025-02-19 00:00:00,SH600722,-0.0220339298248291,-0.12274777889251709,-0.48245304822921753,-0.48546725511550903,0.35970526933670044,0.36271947622299194
2025-02-20 00:00:00,SZ002204,0.01825559139251709,0.09122005105018616,0.1620924472808838,0.18273675441741943,0.07087239623069763,0.09151670336723328
2025-03-10 00:00:00,SH600918,0.0015797615051269531,0.08921048045158386,0.19855529069900513,0.20674484968185425,0.10934481024742126,0.11753436923027039
2025-03-12 00:00:00,SZ301526,0.017699122428894043,0.08775246143341064,0.18814176321029663,0.16529566049575806,0.10038930177688599,0.07754319906234741
2025-03-21 00:00:00,SH688499,-0.0019047260284423828,0.04737535119056702,0.12846739590168,0.15482734143733978,0.08109204471111298,0.10745199024677277
2025-03-25 00:00:00,SH600573,-0.003536701202392578,0.16632315516471863,0.3844030499458313,0.4602591395378113,0.21807989478111267,0.29393598437309265
2025-03-31 00:00:00,SZ002976,0.004703640937805176,0.00944993644952774,0.11102552711963654,0.09193578362464905,0.1015755906701088,0.08248584717512131
2025-04-08 00:00:00,BJ920895,-0.010355055332183838,-0.08547956496477127,-0.1878829151391983,-0.1465221494436264,0.10240335017442703,0.06104258447885513
2025-04-09 00:00:00,SH688327,0.017151474952697754,-0.0307016521692276,-0.07509612292051315,-0.07174357771873474,0.04439447075128555,0.04104192554950714
2025-04-10 00:00:00,SZ002370,0.046666741371154785,0.02313397079706192,-0.12037458270788193,-0.10870528966188431,0.14350855350494385,0.13183926045894623
